,loading_pu
L_WECC_NW_WECC_SW,0.6
L_WECC_SW_SPP_MISO,1.0
L_SPP_MISO_ERCOT,0.7499999999999998
L_SPP_MISO_PJM_NE,0.8500000000000002
L_PJM_NE_SERC_SE,0.3499999999999998
L_SERC_SE_ERCOT,0.25000000000000017
