,loading_pu
L_WECC_NW_WECC_SW,0.4
L_WECC_SW_SPP_MISO,0.8
L_SPP_MISO_ERCOT,0.7999999999999999
L_SPP_MISO_PJM_NE,0.4000000000000001
L_PJM_NE_SERC_SE,0.8
L_SERC_SE_ERCOT,0.3999999999999999
