,loading_pu
L_WECC_NW_WECC_SW,0.6
L_WECC_SW_SPP_MISO,1.0
L_SPP_MISO_ERCOT,0.15000000000000005
L_SPP_MISO_PJM_NE,0.6499999999999999
L_PJM_NE_SERC_SE,0.24999999999999992
L_SERC_SE_ERCOT,0.7500000000000001
